,Name,Author
1744,simple_search_wwwberlindesenwirtschaftwi_df8e2f0e45f4472ea8e9a3fa0426b995_atenbeschaeftigungod,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1745,simple_search_wwwberlindesenwirtschaftwi_e0429181d3693279b19b3cce0a8faa9c_eitbandgewerbe30mbit,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1746,simple_search_wwwberlindesenwirtschaftwirtschaftbrancheniktmedienkreativwirtschaftod1,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1747,simple_search_wwwberlindesenwirtschaftwirtschaftbranchentourismusgastgewerbeinzahlen4od,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1748,simple_search_wwwberlindesenwirtschaftwirtschaftbranchentourismustourismusinzahlen4od,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1749,simple_search_wwwberlindesenwirtschaftwirtschaftbranchentourismustourismusinzahlen4od1,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1750,simple_search_wwwberlindesenwirtschaftwirtschaftkonjunkturundstatistikwirtschaftsdatenexporte,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1751,simple_search_wwwberlindesenwirtschaftwirtschaftkonjunkturundstatistikwirtschaftsdatengruendungenod,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1752,simple_search_wwwberlindeumweltthemenabfallverschenkenstattwegwerfen,Berliner Umweltportal
1753,simple_search_wwwberlindewillkommenimleb_d1eb25d00ef260eb2c75ce22da95c8c3_enachaltersbereichen,Bezirksamt Marzahn-Hellersdorf von Berlin Jugendamt
1754,solaranlagen-photovoltaik-auf-bezirksebene-umweltatlas-wfs-3af7fb97,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1755,solaranlagen-photovoltaik-auf-bezirksregionebene-umweltatlas-wfs-22169ddf,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1756,solaranlagen-photovoltaik-auf-blockebene-umweltatlas-wfs-8c1c9392,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1757,solaranlagen-photovoltaik-auf-planungsraumebene-umweltatlas-wfs-8c3811e3,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1758,solaranlagen-photovoltaik-auf-prognoseraumebene-umweltatlas-wfs-7ba7297e,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1759,solaranlagen-photovoltaik-umweltatlas-wms-e1def374,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1760,solaranlagen-thermie-auf-bezirksebene-umweltatlas-wfs-37f1c79f,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1761,solaranlagen-thermie-auf-bezirksregionebene-umweltatlas-wfs-553ae4e8,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1762,solaranlagen-thermie-auf-planungsraumebene-umweltatlas-wfs-7de63afc,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1763,solaranlagen-thermie-auf-prognoseraumebene-umweltatlas-wfs-7afa6cbc,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1764,solaranlagen-thermie-umweltatlas-wms-642a4e9a,"Senatsverwaltung für Wirtschaft, Energie und Betriebe Berlin"
1765,soziale-stadt-quartiersmanagement-wms-8e896a02,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1766,spielplatzversorgung-offentlich-und-privat-wms-d935de24,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1767,spielplatzversorgung-offentlich-wms-ac124e92,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1768,stadtebauliche-dichte-geschossflachenzahl-gfz-2008-lor-wfs-bf6ff7e4,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1769,stadtebauliche-dichte-geschossflachenzahl-gfz-2008-lor-wms-d3d79db4,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1770,stadtebauliche-dichte-geschossflachenzahl-gfz-2011-lor-wms-343d0dc8,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1771,stadtebauliche-dichte-geschossflachenzahl-gfz-2011-umweltatlas-wms-d2dd8985,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1772,stadtebauliche-dichte-geschossflachenzahl-gfz-2015-lor-wfs-4282d79e,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1773,stadtebauliche-dichte-geschossflachenzahl-gfz-2015-lor-wms-4d9c99cc,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1774,stadtebauliche-dichte-geschossflachenzahl-gfz-2015-umweltatlas-wms-b31d5369,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1775,stadtebauliche-dichte-gfz-grz-2015-umweltatlas-wfs-ccdc3c7c,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1776,stadtebauliche-dichte-grundflachenzahl-grz-2011-umweltatlas-wms-006675b9,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1777,stadtebauliche-dichte-grundflachenzahl-grz-2015-umweltatlas-wms-864df32c,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1778,stadtentwicklungsplan-industrie-und-gewerbe-konzept-wms-b90d0697,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1779,stadtische-wohnungen-2014-wms-062dc205,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1780,stadtstruktur-2001-umweltatlas-wms-e757f3ba,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1781,stadtstruktur-2005-umweltatlas-wms-9c44c805,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1782,stadtstruktur-2010-umweltatlas-wms-2d2852d2,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1783,stadtstruktur-2015-umweltatlas-wms-a4200069,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1784,stadtstruktur-flachentypen-differenziert-2010-umweltatlas-wms-f954c2dc,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1785,stadtstruktur-flachentypen-differenziert-2015-umweltatlas-wms-7227cece,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1786,standardeinspeisprofil-bhkw-2012-berlin,Stromnetz Berlin GmbH
1787,standardeinspeisprofil-bhkw-2013-berlin,Stromnetz Berlin GmbH
1788,standardeinspeisprofil-bhkw-2014-berlin,Stromnetz Berlin GmbH
1789,standardeinspeisprofil-bhkw-2015-berlin,Stromnetz Berlin GmbH
1790,standardeinspeisprofil-bhkw-2016-berlin,Stromnetz Berlin GmbH
1791,standardeinspeisprofil-bhkw-2017-berlin,Stromnetz Berlin GmbH
1792,standardeinspeisprofil-bhkw-2018-berlin,Stromnetz Berlin GmbH
1793,standardeinspeisprofil-bhkw-2019-berlin,Stromnetz Berlin GmbH
1794,standardlastprofil-bandlastkunden-2014-berlin,Stromnetz Berlin GmbH
1795,standardlastprofil-bandlastkunden-2015-berlin,Stromnetz Berlin GmbH
1796,standardlastprofil-bandlastkunden-2016-berlin,Stromnetz Berlin GmbH
1797,standardlastprofil-bandlastkunden-2017-berlin,Stromnetz Berlin GmbH
1798,standardlastprofil-bandlastkunden-2018-berlin,Stromnetz Berlin GmbH
1799,standardlastprofil-gewerbe-allgemein-2014-berlin,Stromnetz Berlin GmbH
1800,standardlastprofil-gewerbe-allgemein-2015-berlin,Stromnetz Berlin GmbH
1801,standardlastprofil-gewerbe-allgemein-2016-berlin,Stromnetz Berlin GmbH
1802,standardlastprofil-gewerbe-allgemein-2017-berlin,Stromnetz Berlin GmbH
1803,standardlastprofil-gewerbe-allgemein-2018-berlin,Stromnetz Berlin GmbH
1804,standardlastprofil-gewerbekunden-2010-berlin,Stromnetz Berlin GmbH
1805,standardlastprofil-gewerbekunden-2011-berlin,Stromnetz Berlin GmbH
1806,standardlastprofil-gewerbekunden-2012-berlin,Stromnetz Berlin GmbH
1807,standardlastprofil-gewerbekunden-2013-berlin,Stromnetz Berlin GmbH
1808,standardlastprofil-haushalt-2014-berlin,Stromnetz Berlin GmbH
1809,standardlastprofil-haushalt-2015-berlin,Stromnetz Berlin GmbH
1810,standardlastprofil-haushalt-2016-berlin,Stromnetz Berlin GmbH
1811,standardlastprofil-haushalt-2017-berlin,Stromnetz Berlin GmbH
1812,standardlastprofil-haushalt-2018-berlin,Stromnetz Berlin GmbH
1813,standardlastprofil-haushaltskunden-2010-berlin,Stromnetz Berlin GmbH
1814,standardlastprofil-haushaltskunden-2011-berlin,Stromnetz Berlin GmbH
1815,standardlastprofil-haushaltskunden-2012-berlin,Stromnetz Berlin GmbH
1816,standardlastprofil-haushaltskunden-2013-berlin,Stromnetz Berlin GmbH
1817,standardlastprofil-landwirtschaftsbetriebe-2014-berlin,Stromnetz Berlin GmbH
1818,standardlastprofil-landwirtschaftsbetriebe-2015-berlin,Stromnetz Berlin GmbH
1819,standardlastprofil-landwirtschaftsbetriebe-2016-berlin,Stromnetz Berlin GmbH
1820,standardlastprofil-landwirtschaftsbetriebe-2017-berlin,Stromnetz Berlin GmbH
1821,standardlastprofil-landwirtschaftsbetriebe-2018-berlin,Stromnetz Berlin GmbH
1822,standardlastprofil-speicherheizung-berlin,Stromnetz Berlin GmbH
1823,standardlastprofil-warmepumpe-2010,Stromnetz Berlin GmbH
1824,standardlastprofil-warmepumpe-2011-berlin,Stromnetz Berlin GmbH
1825,standardlastprofil-warmepumpe-2012-berlin,Stromnetz Berlin GmbH
1826,standorte-arbeitsraumprogramm-ateliers,Senatskanzlei – Kulturelle Angelegenheiten
1827,standorte-berliner-feuerwehr-direktionen-wfs-202fc0ba,Berliner Feuerwehr
1828,standorte-berliner-feuerwehr-wfs-822f16f9,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1829,standorte-berliner-feuerwehr-wms-aa9cfe75,Berliner Feuerwehr
1830,standorte-institutionell-geforderter-kultureinrichtungen,Senatskanzlei – Kulturelle Angelegenheiten
1831,standorte-offentlicher-schulen-einzugsbereiche-grundschulen-wfs-693e8ad9,"Senatsverwaltung für Bildung, Jugend und Wissenschaft"
1832,standorte-offentlicher-schulen-wms-ddb39227,"Senatsverwaltung für Bildung, Jugend und Wissenschaft"
1833,standorte-offentliche-schulen-wfs-0d5b6bf7,"Senatsverwaltung für Bildung, Jugend und Wissenschaft"
1834,standorte-pv-anlagen,"Senatsverwaltung für Wirtschaft, Energie und Betriebe"
1835,statistische-blocke-des-rbs-wfs-ec4ec6b1,Amt für Statistik Berlin-Brandenburg
1836,statistische-blocke-des-rbs-wms-a3d188af,Amt für Statistik Berlin-Brandenburg
1837,statistische-einheiten-im-inspire-datenmodell-lebensweltlich-orientierte-raume-wms-b6fd5273,Amt für Statistik Berlin-Brandenburg
1838,statistische-einheiten-im-inspire-datenmodell-lor-atom-ac742887,Amt für Statistik Berlin-Brandenburg
1839,statistische-einheiten-im-inspire-datenmodell-rbs-blocke-atom-d646f6a6,Amt für Statistik Berlin-Brandenburg
1840,statistische-einheiten-im-inspire-datenmodell-rbs-blocke-wms-079b7bd0,Amt für Statistik Berlin-Brandenburg
1841,status-dynamik-index-soziale-stadtentwicklung-2013-wms-61c94717,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1842,status-dynamik-index-soziale-stadtentwicklung-2015-wms-31386bcc,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1843,statusindex-2013-wms-286f9333,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1844,status-index-2015-wms-a69aeb8a,Senatsverwaltung für Stadtentwicklung und Wohnen Berlin
1845,strassenbefahrung-2014-abfallbehalter-mullbox-wfs-0d28ff66,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1846,strassenbefahrung-2014-anforderungstaster-radverkehr-wfs-8e87de6c,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1847,strassenbefahrung-2014-anlegestelle-wfs-6f651f61,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1848,strassenbefahrung-2014-aufmerksamkeitsfeld-wfs-98abbc21,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1849,strassenbefahrung-2014-aufmerksamkeitsstreifen-wfs-2ceb42d7,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1850,strassenbefahrung-2014-baumscheibe-wfs-50676cec,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1851,strassenbefahrung-2014-baustelle-wfs-9b1ec98b,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1852,strassenbefahrung-2014-bordstein-wfs-1b443878,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1853,strassenbefahrung-2014-briefkasten-wfs-7db99d26,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1854,strassenbefahrung-2014-denkmal-wfs-e4424c0f,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1855,strassenbefahrung-2014-durchfahrtshohe-wfs-b30fca30,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1856,strassenbefahrung-2014-fahnenmast-wfs-1e699ffb,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1857,strassenbefahrung-2014-fahrbahnmarkierung-flache-wfs-f308e17d,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1858,strassenbefahrung-2014-fahrbahnmarkierung-linie-wfs-6a09ac07,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1859,strassenbefahrung-2014-fahrbahnmarkierung-piktogramm-wfs-8d04aaa4,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1860,strassenbefahrung-2014-fahrbahnschwelle-wfs-4938c522,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1861,strassenbefahrung-2014-fahrbahn-wfs-45959a6f,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1862,strassenbefahrung-2014-fahrgastunterstand-wfs-11c597f4,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1863,strassenbefahrung-2014-fahrradstander-wfs-e07879e3,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1864,strassenbefahrung-2014-fussgangerzone-wfs-e433ff79,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1865,strassenbefahrung-2014-gebaudeeingang-wfs-df613a8d,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1866,strassenbefahrung-2014-gehweguberfahrt-wfs-6bdd9109,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1867,strassenbefahrung-2014-gehweg-wfs-27bf3353,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1868,strassenbefahrung-2014-gelander-wfs-254e1246,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1869,strassenbefahrung-2014-gleiskorper-strassenbahn-wfs-cb289c30,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1870,strassenbefahrung-2014-grunflache-wfs-ef39bd99,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1871,strassenbefahrung-2014-haltebereich-bus-wfs-c1aa80ad,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1872,strassenbefahrung-2014-handsteuergerat-lichtsignalanlage-wfs-9bdcab22,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1873,strassenbefahrung-2014-hydrant-wfs-7f964241,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1874,strassenbefahrung-2014-induktionsschleife-wfs-31a2a3bd,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1875,strassenbefahrung-2014-kabelkasten-und-schaltkasten-wfs-47f70d1e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1876,strassenbefahrung-2014-kabelschacht-wfs-cb3b3d1d,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1877,strassenbefahrung-2014-kanaldeckel-wfs-0e472fef,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1878,strassenbefahrung-2014-kleinbauten-sondernutzung-wfs-31fba2e0,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1879,strassenbefahrung-2014-leitplanke-wfs-fa633368,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1880,strassenbefahrung-2014-mast-lichtsignalanlage-wfs-e0430520,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1881,strassenbefahrung-2014-mast-wfs-a67f2647,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1882,strassenbefahrung-2014-mauer-wfs-6de0a881,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1883,strassenbefahrung-2014-offentlicher-platz-wfs-490ed1b0,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1884,strassenbefahrung-2014-parkflache-wfs-125484fb,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1885,strassenbefahrung-2014-parkscheinautomat-wfs-268abfa2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1886,strassenbefahrung-2014-poller-wfs-faf34949,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1887,strassenbefahrung-2014-radweg-wfs-f13a073c,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1888,strassenbefahrung-2014-rampe-wfs-7d17cc37,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1889,strassenbefahrung-2014-recycling-container-wfs-74e38bd1,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1890,strassenbefahrung-2014-schranke-wfs-b4bc29b1,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1891,strassenbefahrung-2014-sitzbank-wfs-62007bff,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1892,strassenbefahrung-2014-spielgerat-wfs-bbccf978,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1893,strassenbefahrung-2014-springbrunnen-und-zierbrunnen-wfs-9227d848,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1894,strassenbefahrung-2014-strassenbegrenzung-wfs-786c32e6,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1895,strassenbefahrung-2014-strassenentwasserungsrinne-wfs-28aa4f72,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1896,strassenbefahrung-2014-strassensinkkasten-wfs-7a7d1101,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1897,strassenbefahrung-2014-streugutbehalter-wfs-77cecf4b,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1898,strassenbefahrung-2014-taxirufsaule-wfs-7d4cd6a3,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1899,strassenbefahrung-2014-telefonzelle-und-telefonstele-wfs-112398a0,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1900,strassenbefahrung-2014-touchpoint-wfs-64d1f079,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1901,strassenbefahrung-2014-trennstreifen-wfs-1cc862f6,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1902,strassenbefahrung-2014-treppe-wfs-4cb73678,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1903,strassenbefahrung-2014-trinkwasserbrunnen-und-wasserspender-wfs-235a3693,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1904,strassenbefahrung-2014-uberquerungsstelle-wfs-11ca5b93,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1905,strassenbefahrung-2014-uhr-wfs-8df77c21,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1906,strassenbefahrung-2014-verkehrsschutzgitter-wfs-9640fb8d,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1907,strassenbefahrung-2014-verkehrszeichen-wfs-f9a9e916,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1908,strassenbefahrung-2014-viz-infotafel-wfs-38ed8de2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1909,strassenbefahrung-2014-wasserpumpen-und-brunnen-wfs-56612a66,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1910,strassenbefahrung-2014-werbesaule-wfs-6dee15c1,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1911,strassenbefahrung-2014-wms-d4c0abae,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1912,strassenbefahrung-2014-zugangsbauwerk-wfs-011367c9,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1913,strat-larmkarte-fassadenpegel-an-larmbeeinflussten-wohngebauden-2012-ua-atom-ced054de,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1914,strat-larmkarte-fassadenpegel-an-larmbeeinflussten-wohngebauden-2012-umweltatlas-wms-e8f87f21,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1915,strat-larmkarte-fassadenpegel-an-larmbeeinflussten-wohngebauden-2017-ua-atom-446df4e3,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1916,strat-larmkarte-fassadenpegel-an-larmbeeinflussten-wohngebauden-2017-umweltatlas-atom-ef51ad3e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1917,strat-larmkarte-fassadenpegel-gesamtlarm-l_den-tag-abend-nacht-2012-ua-atom-8967e851,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1918,strat-larmkarte-fassadenpegel-gesamtlarm-l_den-tag-abend-nacht-2012-umweltatlas-wms-1a19e850,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1919,strat-larmkarte-fassadenpegel-gesamtlarm-l_den-tag-abend-nacht-2017-umweltatlas-wms-fa40df94,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1920,strat-larmkarte-fassadenpegel-gesamtlarm-l_n-nacht-2012-ua-atom-0f3f6145,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1921,strat-larmkarte-fassadenpegel-gesamtlarm-l_n-nacht-2012-umweltatlas-wms-e79c456e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1922,strat-larmkarte-fassadenpegel-gesamtlarm-l_n-nacht-2017-umweltatlas-wms-084662b0,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1923,strat-larmkarte-gesamtlarmindex-l_den-tag-abend-nacht-raster-2012-ua-atom-e9548405,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1924,strat-larmkarte-gesamtlarmindex-l_den-tag-abend-nacht-raster-2012-umweltatlas-wms-96c73e9e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1925,strat-larmkarte-gesamtlarmindex-l_den-tag-abend-nacht-raster-2017-ua-atom-f32f6df7,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1926,strat-larmkarte-gesamtlarmindex-l_den-tag-abend-nacht-raster-2017-umweltatlas-wfs-d0179e8f,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1927,strat-larmkarte-gesamtlarmindex-l_den-tag-abend-nacht-raster-2017-umweltatlas-wms-530cfc5b,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1928,strat-larmkarte-gesamtlarmindex-l_n-nacht-raster-2012-ua-atom-22d66ba2,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1929,strat-larmkarte-gesamtlarmindex-l_n-nacht-raster-2012-umweltatlas-wms-2c229898,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1930,strat-larmkarte-gesamtlarmindex-l_n-nacht-raster-2017-ua-atom-e0fd093b,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1931,strat-larmkarte-gesamtlarmindex-l_n-nacht-raster-2017-umweltatlas-wfs-101b27a3,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1932,strat-larmkarte-gesamtlarmindex-l_n-nacht-raster-2017-umweltatlas-wms-cc584e56,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1933,strat-larmkarte-l_den-tag-abend-nacht-index-flugverkehr-2012-ua-atom-f90f6c74,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1934,strat-larmkarte-l_den-tag-abend-nacht-index-flugverkehr-2012-umweltatlas-wms-287caff5,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1935,strat-larmkarte-l_den-tag-abend-nacht-index-flugverkehr-2017-ua-atom-c50dd156,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1936,strat-larmkarte-l_den-tag-abend-nacht-index-flugverkehr-2017-umweltatlas-atom-9e2bf094,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1937,strat-larmkarte-l_den-tag-abend-nacht-index-flugverkehr-ber-prognose-2015-atom-0d8ce0ac,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1938,strat-larmkarte-l_den-tag-abend-nacht-index-flugverkehr-ber-prognose-2015-wms-70556f29,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1939,strat-larmkarte-l_den-tag-abend-nacht-index-industrie-und-gewerbe-2012-ua-atom-d096ace0,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1940,strat-larmkarte-l_den-tag-abend-nacht-index-industrie-und-gewerbe-2012-umweltatlas-wms-2db88d1a,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1941,strat-larmkarte-l_den-tag-abend-nacht-index-industrie-und-gewerbe-2017-ua-atom-bae34e26,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1942,strat-larmkarte-l_den-tag-abend-nacht-index-industrie-und-gewerbe-2017-umweltatlas-atom-463212cd,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1943,strat-larmkarte-l_den-tag-abend-nacht-index-strassen-u-bahnverkehr-2012-ua-atom-633e1edf,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1944,strat-larmkarte-l_den-tag-abend-nacht-index-strassen-u-bahnverkehr-2012-umweltatlas-wms-d707d512,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1945,strat-larmkarte-l_den-tag-abend-nacht-index-strassen-u-bahnverkehr-2017-ua-atom-3e378f2a,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1946,strat-larmkarte-l_den-tag-abend-nacht-index-strassen-u-bahnverkehr-2017-umweltatlas-atom-c8b5371e,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1947,strat-larmkarte-l_den-tag-abend-nacht-index-strassenverkehr-2012-ua-atom-da937d6f,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1948,strat-larmkarte-l_den-tag-abend-nacht-index-strassenverkehr-2012-umweltatlas-wms-282a213b,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
1949,strat-larmkarte-l_den-tag-abend-nacht-index-strassenverkehr-2017-ua-atom-d16b6487,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz Berlin"
